transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,day,day_of_week,quarter,week_of_year,is_weekend,is_month_start,is_month_end,season
T1363,U106,2021-01-19,expense,food,3973.0,bank_transfer,KOL,,2021,1,19,1,1,3,0,0,0,Winter
T5274,U033,2024-11-06,expense,food,1669.0,upi,AHMEDABAD,Uber ride,2024,11,6,2,4,45,0,0,0,Fall
T10736,U129,2022-08-18,expense,food,1373.0,bank_transfer,PUNE,Electricity bill,2022,8,18,3,3,33,0,0,0,Summer
T9284,U061,2022-06-27,expense,utilities,4654.0,unknown,JAI,,2022,6,27,0,2,26,0,0,0,Summer
T11640,U030,2021-05-08,expense,travel,0.0,upi,Lucknow,,2021,5,8,5,2,18,1,0,0,Spring
T11174,U136,2021-05-30,expense,utilities,8101.0,cash,CHE,Fixed deposit,2021,5,30,6,2,21,1,0,0,Spring
T2622,U020,2024-01-24,expense,travel,0.0,bank_transfer,,ATM withdrawal,2024,1,24,2,1,4,0,0,0,Winter
T2436,U125,2023-11-09,expense,education,3456.0,upi,ahmedabad,Restaurant dinner,2023,11,9,3,4,45,0,0,0,Fall
T6506,U128,2021-02-10,expense,food,9609.0,card,MUM,test,2021,2,10,2,1,6,0,0,0,Winter
T2228,U145,2022-01-19,expense,travel,8773.0,card,DELHI,test,2022,1,19,2,1,3,0,0,0,Winter
T10015,U093,2023-01-06,expense,travel,0.0,card,pune,,2023,1,6,4,1,1,0,0,0,Winter
T3692,U048,2023-04-05,expense,utilities,3973.0,upi,pune,Doctor consultation,2023,4,5,2,2,14,0,0,0,Spring
T3090,U130,2024-06-30,expense,others,4780.0,bank_transfer,Jaipur,Grocery shopping,2024,6,30,6,2,26,1,0,1,Summer
T6838,U149,2023-05-16,expense,others,5933.0,bank_transfer,pune,Train ticket,2023,5,16,1,2,20,0,0,0,Spring
T11874,U108,2022-03-01,expense,others,4388.0,cash,KOLKATA,Restaurant dinner,2022,3,1,1,1,9,0,1,0,Spring
T4292,U134,2023-08-23,expense,travel,3869.0,card,DELHI,Coffee,2023,8,23,2,3,34,0,0,0,Summer
T3219,U128,2021-02-03,expense,others,1095.0,cash,Bangalore,Coffee,2021,2,3,2,1,5,0,0,0,Winter
T6109,U045,2023-01-26,expense,rent,25950.0,upi,Jaipur,Grocery shopping,2023,1,26,3,1,4,0,0,0,Winter
T11399,U067,2022-12-23,expense,others,8412.0,card,MUMBAI,Gym membership,2022,12,23,4,4,51,0,0,0,Winter
T7912,U115,2022-06-15,expense,others,5195.0,upi,LUC,Grocery shopping,2022,6,15,2,2,24,0,0,0,Summer
T6246,U067,2021-04-27,expense,food,1397.0,unknown,mumbai,Train ticket,2021,4,27,1,2,17,0,0,0,Spring
T9397,U077,2021-06-11,expense,savings,2221.0,upi,Mumbai,!!!,2021,6,11,4,2,23,0,0,0,Summer
T10083,U107,2022-08-27,expense,travel,7115.0,cash,HYDERABAD,Fixed deposit,2022,8,27,5,3,34,1,0,0,Summer
T0128,U035,2023-03-22,expense,others,7155.0,card,Chennai,,2023,3,22,2,1,12,0,0,0,Spring
T5666,U029,2022-02-16,expense,food,3557.0,bank_transfer,Hyderabad,Doctor consultation,2022,2,16,2,1,7,0,0,0,Winter
T12685,U042,2021-09-16,expense,food,9007.0,bank_transfer,Chennai,Online course,2021,9,16,3,3,37,0,0,0,Fall
T13321,U105,2022-05-24,expense,food,1908.0,cash,Bangalore,test,2022,5,24,1,2,21,0,0,0,Spring
T7422,U051,2023-05-16,expense,education,9570.0,bank_transfer,CHENNAI,ATM withdrawal,2023,5,16,1,2,20,0,0,0,Spring
T2747,U080,2021-08-29,expense,others,6312.0,bank_transfer,KOL,,2021,8,29,6,3,34,1,0,0,Summer
T10804,U050,2023-11-02,expense,food,4325.0,upi,CHENNAI,,2023,11,2,3,4,44,0,0,0,Fall
T5101,U128,2022-06-20,expense,others,3476.0,cash,CHE,Books,2022,6,20,0,2,25,0,0,0,Summer
T13151,U067,2021-11-24,expense,food,5198.0,cash,MUMBAI,Uber ride,2021,11,24,2,4,47,0,0,0,Fall
T9550,U109,2024-08-22,expense,utilities,2168.0,bank_transfer,lucknow,Electricity bill,2024,8,22,3,3,34,0,0,0,Summer
T10361,U014,2024-04-30,expense,health,6549.0,card,KOLKATA,ATM withdrawal,2024,4,30,1,2,18,0,0,1,Spring
T5885,U119,2021-11-05,expense,education,1130.0,card,ahmedabad,Train ticket,2021,11,5,4,4,44,0,0,0,Fall
T5286,U134,2021-06-05,expense,food,9185.0,card,AHM,,2021,6,5,5,2,22,1,0,0,Summer
T8861,U110,2021-07-19,expense,investment,11323.0,upi,chennai,Books,2021,7,19,0,3,29,0,0,0,Summer
T3019,U143,2022-07-04,expense,education,9651.0,upi,AHMEDABAD,ATM withdrawal,2022,7,4,0,3,27,0,0,0,Summer
T9576,U132,2023-06-24,expense,utilities,1926.0,upi,DELHI,xyz123,2023,6,24,5,2,25,1,0,0,Summer
T4792,U136,2022-03-17,expense,others,28183.0,upi,Chennai,Electricity bill,2022,3,17,3,1,11,0,0,0,Spring
T12281,U137,2024-05-21,expense,entertainment,1065.0,card,KOLKATA,Electricity bill,2024,5,21,1,2,21,0,0,0,Spring
T13222,U074,2024-03-03,expense,food,1815.0,card,AHM,Restaurant dinner,2024,3,3,6,1,9,1,0,0,Spring
T1247,U031,2021-02-25,expense,others,5081.0,upi,Pune,Electricity bill,2021,2,25,3,1,8,0,0,0,Winter
T0797,U053,2023-01-11,expense,others,19991.0,cash,,Train ticket,2023,1,11,2,1,2,0,0,0,Winter
T0346,U109,2021-08-17,expense,rent,7149.0,cash,,Grocery shopping,2021,8,17,1,3,33,0,0,0,Summer
T3042,U012,2024-11-07,expense,others,4640.0,bank_transfer,JAIPUR,!!!,2024,11,7,3,4,45,0,0,0,Fall
T13711,U071,2021-10-18,expense,health,289.0,bank_transfer,MUMBAI,Monthly rent payment,2021,10,18,0,4,42,0,0,0,Fall
T7592,U142,2021-03-17,expense,others,4922.0,cash,BAN,Internet bill,2021,3,17,2,1,11,0,0,0,Spring
T6202,U131,2021-01-07,expense,others,4960.0,upi,Lucknow,!!!,2021,1,7,3,1,1,0,0,0,Winter
T9776,U004,2024-09-23,expense,health,2513.0,bank_transfer,LUC,Books,2024,9,23,0,3,39,0,0,0,Fall
T9669,U006,2022-10-05,expense,utilities,1151.0,upi,lucknow,asdfgh,2022,10,5,2,4,40,0,0,0,Fall
T1202,U072,2022-03-12,expense,others,7892.0,bank_transfer,hyderabad,Shopping,2022,3,12,5,1,10,1,0,0,Spring
T12502,U132,2021-12-17,expense,others,8568.0,card,CHE,Online course,2021,12,17,4,4,50,0,0,0,Winter
T11763,U134,2021-05-20,expense,food,4512.0,bank_transfer,HYD,Uber ride,2021,5,20,3,2,20,0,0,0,Spring
T13107,U080,2024-12-29,expense,others,168.0,upi,ahmedabad,,2024,12,29,6,4,52,1,0,0,Winter
T13191,U144,2023-10-16,expense,food,6165.0,bank_transfer,Bangalore,Movie tickets,2023,10,16,0,4,42,0,0,0,Fall
T5461,U115,2021-12-09,expense,savings,6703.0,bank_transfer,AHMEDABAD,Monthly rent payment,2021,12,9,3,4,49,0,0,0,Winter
T5651,U075,2024-03-11,expense,others,174.0,upi,,Petrol,2024,3,11,0,1,11,0,0,0,Spring
T4624,U014,2023-10-28,expense,utilities,4292.0,bank_transfer,,Medicine,2023,10,28,5,4,43,1,0,0,Fall
T3513,U031,2021-06-02,expense,others,9762.0,bank_transfer,delhi,Movie tickets,2021,6,2,2,2,22,0,0,0,Summer
T10679,U137,2024-06-05,expense,others,3341.0,cash,Bangalore,ATM withdrawal,2024,6,5,2,2,23,0,0,0,Summer
T13562,U145,2022-09-26,expense,food,5984.0,card,AHM,Petrol,2022,9,26,0,3,39,0,0,0,Fall
T10659,U117,2023-08-24,expense,rent,9894.0,bank_transfer,bangalore,,2023,8,24,3,3,34,0,0,0,Summer
T2018,U074,2022-10-27,expense,food,983.0,card,BANGALORE,...,2022,10,27,3,4,43,0,0,0,Fall
T13131,U080,2024-04-28,expense,travel,5322.0,upi,,...,2024,4,28,6,2,17,1,0,0,Spring
T3253,U032,2024-04-17,expense,others,7397.0,upi,,Coffee,2024,4,17,2,2,16,0,0,0,Spring
T7332,U118,2022-06-17,expense,travel,4897.0,card,DEL,Internet bill,2022,6,17,4,2,24,0,0,0,Summer
T10868,U117,2021-03-05,expense,rent,9431.0,card,Pune,Uber ride,2021,3,5,4,1,9,0,0,0,Spring
T10735,U036,2024-01-24,expense,rent,24769.0,card,,ATM withdrawal,2024,1,24,2,1,4,0,0,0,Winter
T12506,U034,2023-04-24,expense,others,2539.0,card,MUMBAI,,2023,4,24,0,2,17,0,0,0,Spring
T1424,U026,2022-02-01,expense,others,7427.0,cash,chennai,,2022,2,1,1,1,5,0,1,0,Winter
T11639,U100,2021-12-29,expense,others,12835.0,upi,Mumbai,,2021,12,29,2,4,52,0,0,0,Winter
T6696,U136,2024-10-04,expense,others,7696.0,cash,Ahmedabad,Coffee,2024,10,4,4,4,40,0,0,0,Fall
T2235,U052,2022-11-17,expense,others,4283.0,card,jaipur,,2022,11,17,3,4,46,0,0,0,Fall
T10951,U050,2022-03-14,expense,rent,9833.0,cash,DEL,ATM withdrawal,2022,3,14,0,1,11,0,0,0,Spring
T8216,U034,2024-11-21,expense,travel,1699.0,cash,bangalore,Online course,2024,11,21,3,4,47,0,0,0,Fall
T5042,U008,2023-07-13,expense,others,2082.0,cash,DEL,Grocery shopping,2023,7,13,3,3,28,0,0,0,Summer
T7240,U046,2023-11-25,expense,travel,9240.0,bank_transfer,hyderabad,asdfgh,2023,11,25,5,4,47,1,0,0,Fall
T2835,U097,2021-09-06,expense,savings,1254.0,cash,Lucknow,Petrol,2021,9,6,0,3,36,0,0,0,Fall
T8455,U051,2021-06-08,expense,others,23875.0,cash,Lucknow,misc,2021,6,8,1,2,23,0,0,0,Summer
T8470,U140,2021-04-26,expense,others,3247.0,cash,JAIPUR,Monthly rent payment,2021,4,26,0,2,17,0,0,0,Spring
T6510,U051,2021-03-08,expense,others,1702.0,card,DELHI,,2021,3,8,0,1,10,0,0,0,Spring
T8479,U106,2022-09-11,expense,others,18126.0,cash,KOL,Lunch,2022,9,11,6,3,36,1,0,0,Fall
T7079,U046,2023-02-23,expense,others,4738.0,card,CHENNAI,Books,2023,2,23,3,1,8,0,0,0,Winter
T4432,U102,2022-05-21,expense,others,7130.0,upi,,Restaurant dinner,2022,5,21,5,2,20,1,0,0,Spring
T7529,U117,2024-04-08,expense,rent,4968.0,card,DELHI,,2024,4,8,0,2,15,0,0,0,Spring
T6791,U018,2024-04-01,expense,food,1289.0,bank_transfer,CHENNAI,test,2024,4,1,0,2,14,0,1,0,Spring
T9958,U046,2023-03-02,expense,education,9037.0,upi,MUMBAI,Gym membership,2023,3,2,3,1,9,0,0,0,Spring
T8089,U019,2021-10-30,expense,others,3031.0,upi,jaipur,Shopping,2021,10,30,5,4,43,1,0,0,Fall
T12298,U097,2022-08-23,expense,utilities,8401.0,cash,delhi,Medicine,2022,8,23,1,3,34,0,0,0,Summer
T6151,U045,2021-03-20,expense,food,1327.0,bank_transfer,MUMBAI,misc,2021,3,20,5,1,11,1,0,0,Spring
T10793,U070,2022-08-12,expense,travel,9979.0,bank_transfer,,Online course,2022,8,12,4,3,32,0,0,0,Summer
T12997,U072,2021-07-01,expense,entertainment,5029.0,card,Delhi,xyz123,2021,7,1,3,3,26,0,1,0,Summer
T3474,U009,2022-09-27,expense,food,1193.0,card,Kolkata,,2022,9,27,1,3,39,0,0,0,Fall
T9101,U061,2023-10-14,expense,others,6375.0,cash,BANGALORE,Doctor consultation,2023,10,14,5,4,41,1,0,0,Fall
T0955,U087,2022-01-10,expense,food,2176.0,bank_transfer,,Movie tickets,2022,1,10,0,1,2,0,0,0,Winter
T12432,U085,2024-10-09,expense,rent,8293.0,cash,KOL,misc,2024,10,9,2,4,41,0,0,0,Fall
T4995,U071,2024-02-08,expense,food,5328.0,cash,Bangalore,,2024,2,8,3,1,6,0,0,0,Winter
T1873,U131,2024-07-08,expense,others,17389.0,upi,,Uber ride,2024,7,8,0,3,28,0,0,0,Summer
T1281,U027,2022-05-20,expense,others,7358.0,card,PUN,ATM withdrawal,2022,5,20,4,2,20,0,0,0,Spring
T6924,U119,2024-01-15,expense,others,412.0,bank_transfer,ahmedabad,Doctor consultation,2024,1,15,0,1,3,0,0,0,Winter
T0551,U136,2023-11-29,expense,food,485.0,cash,LUC,test,2023,11,29,2,4,48,0,0,0,Fall
T2987,U011,2023-04-18,expense,others,6722.0,upi,HYDERABAD,Train ticket,2023,4,18,1,2,16,0,0,0,Spring
T6373,U061,2024-06-12,expense,food,3531.0,bank_transfer,,Doctor consultation,2024,6,12,2,2,24,0,0,0,Summer
T8634,U094,2022-08-02,expense,others,9891.0,upi,Lucknow,xyz123,2022,8,2,1,3,31,0,0,0,Summer
T4149,U034,2024-05-17,expense,others,4376.0,upi,ahmedabad,Gym membership,2024,5,17,4,2,20,0,0,0,Spring
T9137,U022,2023-11-01,expense,education,5269.0,bank_transfer,KOL,asdfgh,2023,11,1,2,4,44,0,1,0,Fall
T7322,U087,2021-01-06,expense,rent,4192.0,upi,DELHI,...,2021,1,6,2,1,1,0,0,0,Winter
T11237,U072,2022-06-27,expense,food,1930.0,card,DEL,Train ticket,2022,6,27,0,2,26,0,0,0,Summer
T12012,U118,2022-07-07,expense,food,4879.0,bank_transfer,JAIPUR,!!!,2022,7,7,3,3,27,0,0,0,Summer
T5231,U085,2023-07-03,expense,others,0.0,upi,HYDERABAD,Restaurant dinner,2023,7,3,0,3,27,0,0,0,Summer
T1742,U072,2023-04-26,expense,entertainment,2827.0,card,Hyderabad,Online course,2023,4,26,2,2,17,0,0,0,Spring
T4720,U016,2021-06-22,expense,health,7023.0,bank_transfer,pune,Monthly rent payment,2021,6,22,1,2,25,0,0,0,Summer
T1743,U141,2022-09-12,expense,food,1546.0,card,hyderabad,Internet bill,2022,9,12,0,3,37,0,0,0,Fall
T0489,U090,2022-01-17,expense,utilities,8526.0,cash,Kolkata,Gym membership,2022,1,17,0,1,3,0,0,0,Winter
T4612,U124,2022-04-30,expense,others,4701.0,bank_transfer,Chennai,xyz123,2022,4,30,5,2,17,1,0,1,Spring
T9410,U027,2023-04-10,expense,food,6128.0,card,KOL,,2023,4,10,0,2,15,0,0,0,Spring
T1400,U039,2023-01-30,expense,rent,19407.0,upi,PUN,Train ticket,2023,1,30,0,1,5,0,0,0,Winter
T7042,U038,2021-08-28,expense,rent,575.0,bank_transfer,DEL,asdfgh,2021,8,28,5,3,34,1,0,0,Summer
T12643,U113,2024-02-19,expense,savings,8714.0,card,pune,,2024,2,19,0,1,8,0,0,0,Winter
T2654,U067,2023-06-12,expense,others,187.0,cash,Pune,Books,2023,6,12,0,2,24,0,0,0,Summer
T2629,U031,2024-07-20,expense,others,9635.0,bank_transfer,BAN,,2024,7,20,5,3,29,1,0,0,Summer
T2610,U004,2022-12-30,expense,rent,2896.0,upi,LUCKNOW,asdfgh,2022,12,30,4,4,52,0,0,0,Winter
T9496,U124,2024-07-28,expense,food,2435.0,upi,Kolkata,,2024,7,28,6,3,30,1,0,0,Summer
T11644,U026,2024-09-23,expense,travel,7322.0,bank_transfer,CHENNAI,Movie tickets,2024,9,23,0,3,39,0,0,0,Fall
T4860,U139,2021-09-14,expense,food,2889.0,card,,Restaurant dinner,2021,9,14,1,3,37,0,0,0,Fall
T0993,U081,2024-02-19,expense,others,1275.0,cash,pune,Gym membership,2024,2,19,0,1,8,0,0,0,Winter
T10558,U104,2023-10-30,expense,others,3995.0,card,HYDERABAD,ATM withdrawal,2023,10,30,0,4,44,0,0,0,Fall
T2521,U068,2023-08-11,expense,others,638.0,card,BAN,Lunch,2023,8,11,4,3,32,0,0,0,Summer
T13369,U068,2024-10-04,expense,rent,20467.0,cash,DELHI,Fixed deposit,2024,10,4,4,4,40,0,0,0,Fall
T0186,U104,2024-10-26,expense,others,6957.0,card,CHENNAI,,2024,10,26,5,4,43,1,0,0,Fall
T6178,U100,2023-05-31,expense,others,7388.0,bank_transfer,pune,!!!,2023,5,31,2,2,22,0,0,1,Spring
T6598,U004,2024-01-24,expense,food,8523.0,upi,CHE,Grocery shopping,2024,1,24,2,1,4,0,0,0,Winter
T11659,U085,2024-02-23,expense,others,8145.0,upi,JAI,Monthly rent payment,2024,2,23,4,1,8,0,0,0,Winter
T12240,U108,2022-08-28,expense,utilities,1162.0,upi,MUM,,2022,8,28,6,3,34,1,0,0,Summer
T9728,U113,2023-11-12,expense,rent,21272.0,cash,JAI,misc,2023,11,12,6,4,45,1,0,0,Fall
T12047,U102,2022-08-20,expense,food,9581.0,card,LUC,Movie tickets,2022,8,20,5,3,33,1,0,0,Summer
T0956,U049,2023-08-08,expense,travel,559.0,cash,KOLKATA,Books,2023,8,8,1,3,32,0,0,0,Summer
T0806,U061,2022-03-09,expense,others,6727.0,upi,DEL,!!!,2022,3,9,2,1,10,0,0,0,Spring
T12275,U044,2022-04-30,expense,entertainment,1640.0,bank_transfer,Delhi,,2022,4,30,5,2,17,1,0,1,Spring
T8785,U120,2022-05-09,expense,food,4051.0,card,BAN,Shopping,2022,5,9,0,2,19,0,0,0,Spring
T5334,U039,2024-12-31,expense,education,8868.0,card,JAI,asdfgh,2024,12,31,1,4,1,0,0,1,Winter
T6066,U112,2022-01-07,expense,rent,5796.0,upi,pune,Electricity bill,2022,1,7,4,1,1,0,0,0,Winter
T7642,U025,2022-01-04,expense,others,26260.0,cash,AHMEDABAD,ATM withdrawal,2022,1,4,1,1,1,0,0,0,Winter
T8061,U069,2022-07-01,expense,others,5970.0,upi,Bangalore,Online course,2022,7,1,4,3,26,0,1,0,Summer
T0493,U110,2021-11-09,expense,food,2076.0,cash,Chennai,Shopping,2021,11,9,1,4,45,0,0,0,Fall
T6863,U014,2021-05-04,expense,education,8245.0,upi,CHE,ATM withdrawal,2021,5,4,1,2,18,0,0,0,Spring
T10712,U124,2021-05-15,expense,food,8136.0,upi,Lucknow,Coffee,2021,5,15,5,2,19,1,0,0,Spring
T11721,U115,2022-07-05,expense,others,1007.0,card,Ahmedabad,ATM withdrawal,2022,7,5,1,3,27,0,0,0,Summer
T6785,U113,2023-07-23,expense,entertainment,8290.0,bank_transfer,Hyderabad,Coffee,2023,7,23,6,3,29,1,0,0,Summer
T9852,U119,2022-10-15,expense,food,7670.0,card,mumbai,Movie tickets,2022,10,15,5,4,41,1,0,0,Fall
T5270,U103,2022-10-12,expense,food,2197.0,upi,delhi,,2022,10,12,2,4,41,0,0,0,Fall
T7882,U035,2022-09-09,expense,others,3197.0,cash,KOLKATA,Restaurant dinner,2022,9,9,4,3,36,0,0,0,Fall
T6433,U097,2021-02-21,expense,others,4067.0,bank_transfer,Pune,Movie tickets,2021,2,21,6,1,7,1,0,0,Winter
T2722,U025,2024-09-10,expense,others,3161.0,bank_transfer,Mumbai,,2024,9,10,1,3,37,0,0,0,Fall
T8182,U129,2024-03-20,expense,utilities,2919.0,card,CHENNAI,Electricity bill,2024,3,20,2,1,12,0,0,0,Spring
T9915,U051,2023-09-09,expense,others,2650.0,card,AHMEDABAD,,2023,9,9,5,3,36,1,0,0,Fall
T5175,U080,2024-04-12,expense,others,7463.0,cash,JAIPUR,!!!,2024,4,12,4,2,15,0,0,0,Spring
T3470,U004,2022-10-24,expense,utilities,1259.0,upi,hyderabad,Online course,2022,10,24,0,4,43,0,0,0,Fall
T1503,U107,2021-04-13,expense,health,3493.0,cash,JAI,Restaurant dinner,2021,4,13,1,2,15,0,0,0,Spring
T2196,U145,2024-10-31,expense,others,934.0,card,Mumbai,Fixed deposit,2024,10,31,3,4,44,0,0,1,Fall
T2943,U090,2021-08-05,expense,others,3813.0,cash,hyderabad,EMI payment,2021,8,5,3,3,31,0,0,0,Summer
T9447,U038,2024-04-08,income,income,17994.0,bank_transfer,jaipur,,2024,4,8,0,2,15,0,0,0,Spring
T11890,U087,2024-11-30,expense,savings,2655.0,cash,MUMBAI,Gym membership,2024,11,30,5,4,48,1,0,1,Fall
T7858,U082,2023-01-11,expense,others,6844.0,card,lucknow,Shopping,2023,1,11,2,1,2,0,0,0,Winter
T12025,U030,2021-02-13,expense,others,886.0,bank_transfer,hyderabad,Internet bill,2021,2,13,5,1,6,1,0,0,Winter
T8818,U032,2021-10-30,expense,rent,4716.0,cash,PUN,Doctor consultation,2021,10,30,5,4,43,1,0,0,Fall
T10451,U121,2024-02-13,expense,rent,14825.0,card,,Books,2024,2,13,1,1,7,0,0,0,Winter
T8698,U063,2021-04-11,expense,others,3585.0,cash,Kolkata,Grocery shopping,2021,4,11,6,2,14,1,0,0,Spring
T9196,U077,2021-12-08,expense,food,2222.0,cash,pune,test,2021,12,8,2,4,49,0,0,0,Winter
T1539,U106,2021-08-27,expense,travel,9783.0,cash,Lucknow,Doctor consultation,2021,8,27,4,3,34,0,0,0,Summer
T7063,U079,2024-09-15,expense,rent,3538.0,upi,Delhi,Doctor consultation,2024,9,15,6,3,37,1,0,0,Fall
T12249,U045,2021-02-20,expense,food,4958.0,upi,BANGALORE,...,2021,2,20,5,1,7,1,0,0,Winter
T12831,U115,2023-09-17,expense,others,4542.0,cash,KOLKATA,!!!,2023,9,17,6,3,37,1,0,0,Fall
T0246,U115,2023-02-20,expense,others,2813.0,cash,CHENNAI,,2023,2,20,0,1,8,0,0,0,Winter
T11184,U109,2024-05-13,expense,others,6700.0,unknown,HYD,,2024,5,13,0,2,20,0,0,0,Spring
T3529,U017,2024-01-23,expense,others,7393.0,cash,Bangalore,Online course,2024,1,23,1,1,4,0,0,0,Winter
T5954,U092,2021-09-21,expense,others,9832.0,card,KOLKATA,Electricity bill,2021,9,21,1,3,38,0,0,0,Fall
T4479,U102,2022-08-05,expense,others,29319.0,upi,CHE,,2022,8,5,4,3,31,0,0,0,Summer
T7199,U021,2022-07-05,expense,food,8386.0,cash,Mumbai,,2022,7,5,1,3,27,0,0,0,Summer
T13629,U033,2021-07-28,expense,others,21280.0,upi,PUN,Medicine,2021,7,28,2,3,30,0,0,0,Summer
T10183,U137,2021-09-22,expense,food,5835.0,bank_transfer,Chennai,xyz123,2021,9,22,2,3,38,0,0,0,Fall
T8169,U139,2022-10-01,expense,food,7649.0,cash,HYDERABAD,,2022,10,1,5,4,39,1,1,0,Fall
T3538,U038,2021-11-14,expense,others,5866.0,cash,BANGALORE,Doctor consultation,2021,11,14,6,4,45,1,0,0,Fall
T0999,U145,2022-08-05,expense,others,9295.0,bank_transfer,Lucknow,asdfgh,2022,8,5,4,3,31,0,0,0,Summer
T6613,U122,2024-01-18,expense,others,27774.0,upi,Bangalore,!!!,2024,1,18,3,1,3,0,0,0,Winter
T4806,U066,2022-09-13,expense,rent,983.0,unknown,bangalore,Gym membership,2022,9,13,1,3,37,0,0,0,Fall
T5576,U009,2023-12-07,expense,others,3790.0,upi,Lucknow,Fixed deposit,2023,12,7,3,4,49,0,0,0,Winter
T12633,U023,2024-01-13,expense,food,4451.0,bank_transfer,pune,Doctor consultation,2024,1,13,5,1,2,1,0,0,Winter
T13815,U065,2021-03-07,expense,rent,8467.0,bank_transfer,Lucknow,Gym membership,2021,3,7,6,1,9,1,0,0,Spring
T12989,U134,2024-09-18,income,income,21409.0,bank_transfer,Pune,Shopping,2024,9,18,2,3,38,0,0,0,Fall
T10635,U083,2023-03-10,expense,others,12318.0,card,JAIPUR,,2023,3,10,4,1,10,0,0,0,Spring
T1472,U058,2024-04-21,expense,others,1499.0,upi,LUCKNOW,!!!,2024,4,21,6,2,16,1,0,0,Spring
T2809,U044,2021-02-12,expense,food,6859.0,card,hyderabad,EMI payment,2021,2,12,4,1,6,0,0,0,Winter
T12131,U146,2022-12-23,expense,others,3832.0,unknown,LUCKNOW,,2022,12,23,4,4,51,0,0,0,Winter
T4022,U138,2024-11-01,expense,others,12380.0,cash,CHE,Shopping,2024,11,1,4,4,44,0,1,0,Fall
T1855,U074,2024-01-06,expense,others,14410.0,card,JAI,misc,2024,1,6,5,1,1,1,0,0,Winter
T10435,U053,2023-02-27,expense,entertainment,8471.0,card,,Coffee,2023,2,27,0,1,9,0,0,0,Winter
T8677,U019,2024-09-16,expense,food,2133.0,cash,Kolkata,test,2024,9,16,0,3,38,0,0,0,Fall
T13119,U047,2021-01-13,expense,others,1845.0,card,CHENNAI,ATM withdrawal,2021,1,13,2,1,2,0,0,0,Winter
T4156,U111,2021-11-17,expense,others,4142.0,card,LUC,Petrol,2021,11,17,2,4,46,0,0,0,Fall
T11009,U145,2024-04-24,expense,others,8099.0,bank_transfer,Lucknow,asdfgh,2024,4,24,2,2,17,0,0,0,Spring
T7656,U128,2023-04-07,expense,food,2532.0,upi,,Movie tickets,2023,4,7,4,2,14,0,0,0,Spring
T12158,U124,2023-06-22,expense,food,1667.0,card,,,2023,6,22,3,2,25,0,0,0,Summer
T11860,U110,2021-07-10,expense,others,8061.0,cash,,,2021,7,10,5,3,27,1,0,0,Summer
T8511,U134,2022-06-17,expense,others,3769.0,upi,Chennai,EMI payment,2022,6,17,4,2,24,0,0,0,Summer
T10018,U004,2022-03-03,expense,others,9044.0,card,HYDERABAD,Coffee,2022,3,3,3,1,9,0,0,0,Spring
T4351,U145,2021-04-11,expense,education,9312.0,unknown,JAI,...,2021,4,11,6,2,14,1,0,0,Spring
T12613,U002,2023-05-08,expense,others,4359.0,upi,PUN,,2023,5,8,0,2,19,0,0,0,Spring
T3068,U060,2022-01-06,expense,savings,1050.0,cash,JAIPUR,test,2022,1,6,3,1,1,0,0,0,Winter
T4456,U047,2021-03-13,expense,food,440.0,upi,AHMEDABAD,!!!,2021,3,13,5,1,10,1,0,0,Spring
T6295,U050,2024-04-18,expense,utilities,2902.0,card,KOLKATA,Doctor consultation,2024,4,18,3,2,16,0,0,0,Spring
T6226,U020,2021-10-14,expense,others,3663.0,upi,Lucknow,Train ticket,2021,10,14,3,4,41,0,0,0,Fall
T2262,U020,2021-03-19,expense,others,4398.0,bank_transfer,AHMEDABAD,Electricity bill,2021,3,19,4,1,11,0,0,0,Spring
T12389,U020,2023-01-21,expense,others,3491.0,cash,PUN,,2023,1,21,5,1,3,1,0,0,Winter
T2361,U021,2023-01-23,expense,others,2659.0,card,Ahmedabad,Movie tickets,2023,1,23,0,1,4,0,0,0,Winter
T11542,U123,2022-12-19,expense,food,842.0,bank_transfer,ahmedabad,Books,2022,12,19,0,4,51,0,0,0,Winter
T3514,U121,2023-08-29,expense,others,980.0,card,Chennai,Fixed deposit,2023,8,29,1,3,35,0,0,0,Summer
T0312,U065,2021-02-08,expense,education,4465.0,cash,AHM,,2021,2,8,0,1,6,0,0,0,Winter
T3895,U138,2022-03-23,expense,education,9742.0,card,Mumbai,,2022,3,23,2,1,12,0,0,0,Spring
T2815,U036,2021-04-23,expense,health,5987.0,cash,Delhi,asdfgh,2021,4,23,4,2,16,0,0,0,Spring
T8298,U068,2021-03-03,expense,rent,13246.0,bank_transfer,CHENNAI,ATM withdrawal,2021,3,3,2,1,9,0,0,0,Spring
T10543,U110,2024-04-18,expense,travel,6683.0,cash,pune,Lunch,2024,4,18,3,2,16,0,0,0,Spring
T13649,U123,2022-05-17,expense,rent,9477.0,bank_transfer,Hyderabad,Shopping,2022,5,17,1,2,20,0,0,0,Spring
T3043,U121,2024-07-21,expense,food,425.0,cash,KOL,Doctor consultation,2024,7,21,6,3,29,1,0,0,Summer
T0990,U084,2022-06-22,expense,others,1301.0,cash,KOLKATA,Coffee,2022,6,22,2,2,25,0,0,0,Summer
T4666,U083,2022-01-07,expense,utilities,5210.0,cash,DELHI,Online course,2022,1,7,4,1,1,0,0,0,Winter
