transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T9595,U104,2021-07-13,Expense,Rent,9321.0,UPI,mumbai,asdfgh
T10923,U045,2022-04-09,Income,Freelance,69740.0,Cash,AHMEDABAD,No notes
T7084,U043,2024-08-04,Income,Freelance,29952.0,Card,chennai,Movie tickets
T1355,U089,2021-07-05,Expense,Utilities,4069.0,Card,CHE,Movie tickets
T3362,U026,2021-01-08,Expense,Health,6970.0,Cash,mumbai,Grocery shopping
T0868,U076,2022-05-21,Expense,Rent,30649.0,Cash,Kolkata,Online course
T0763,U072,2022-12-01,Expense,Entertainment,7799.0,Card,AHM,No notes
T7995,U138,2023-02-28,Expense,Food,2488.0,Bank Transfer,BANGALORE,Internet bill
T8223,U136,2021-08-21,Expense,Food,3353.0,Card,LUCKNOW,ATM withdrawal
T6336,U024,2022-12-14,Expense,Others,999999.0,Bank Transfer,CHENNAI,Movie tickets
T12712,U012,2022-12-02,Expense,Food,8580.0,Cash,Lucknow,Medicine
T11153,U120,2021-04-30,Income,Bonus,28018.0,UPI,AHMEDABAD,EMI payment
T7547,U058,2022-06-04,Expense,Travel,2499.0,Card,Mumbai,Coffee
T7032,U001,2021-06-14,Expense,Food,209.0,Card,lucknow,No notes
T12100,U137,2021-06-06,Expense,Entertainment,157.0,Cash,bangalore,No notes
T1581,U098,2021-11-07,Expense,Rent,9415.0,Cash,MUM,Movie tickets
T2033,U119,2021-08-29,Income,Freelance,32892.0,Cash,CHE,ATM withdrawal
T12408,U086,2021-09-05,Income,Bonus,22487.0,Cash,LUC,Uber ride
T1088,U092,2022-12-20,Expense,Travel,5337.0,Cash,JAIPUR,test
T10917,U022,2021-09-11,Expense,Food,2979.0,Cash,KOL,Uber ride
T1019,U022,2021-04-07,Expense,Rent,9157.0,Cash,AHM,ATM withdrawal
T3268,U099,2023-08-16,Income,Others,55020.0,Bank Transfer,Unknown,Online course
T2887,U005,2021-07-12,Expense,Food,1954.0,Card,BAN,No notes
T6903,U129,2023-12-05,Income,Bonus,40189.0,Cash,jaipur,Petrol
T6392,U004,2024-06-20,Expense,Utilities,5012.0,Bank Transfer,pune,EMI payment
T13244,U108,2023-12-16,Expense,Health,7489.0,UPI,chennai,ATM withdrawal
T4193,U145,2022-11-18,Expense,Rent,6540.0,Card,ahmedabad,No notes
T4192,U020,2023-07-28,Income,Investment,26237.0,UPI,PUN,Lunch
T4180,U033,2024-04-03,Expense,Others,7489.0,Cash,Unknown,No notes
T4940,U089,2022-12-31,Expense,Travel,5439.0,Card,DELHI,Electricity bill
T13387,U018,2021-05-08,Expense,Food,2808.0,Cash,mumbai,Books
T11505,U073,2023-10-04,Expense,Entertainment,8134.0,Bank Transfer,AHM,EMI payment
T1761,U096,2024-05-22,Income,Bonus,19068.0,UPI,LUCKNOW,Medicine
T10877,U050,2022-09-24,Expense,Utilities,2999.0,Card,LUC,ATM withdrawal
T2796,U084,2022-08-30,Expense,Utilities,6767.0,UPI,delhi,Fixed deposit
T13991,U004,2021-12-15,Expense,Travel,2408.0,UPI,Ahmedabad,No notes
T3476,U074,2022-03-15,Expense,Entertainment,8496.0,Bank Transfer,AHM,Medicine
T4630,U074,2021-12-20,Expense,Savings,1827.0,Cash,AHMEDABAD,Internet bill
T2143,U138,2022-10-26,Expense,Food,4476.0,UPI,PUNE,Books
T3996,U012,2021-10-14,Expense,Travel,5187.0,Bank Transfer,MUM,Restaurant dinner
T6479,U036,2024-08-27,Income,Investment,74820.0,UPI,mumbai,No notes
T3080,U124,2024-04-04,Expense,Travel,8562.0,Bank Transfer,Unknown,Grocery shopping
T4169,U081,2024-11-27,Expense,Food,9344.0,Cash,Jaipur,...
T4367,U076,2023-08-23,Expense,Travel,4217.0,Card,Pune,asdfgh
T5505,U138,2022-12-17,Expense,Travel,7840.0,Bank Transfer,chennai,No notes
T3706,U026,2021-01-23,Expense,Education,6915.0,Bank Transfer,Mumbai,Fixed deposit
T5923,U077,2022-05-30,Expense,Food,3745.0,Cash,pune,EMI payment
T4095,U101,2021-10-07,Expense,Education,9846.0,UPI,DEL,Train ticket
T8884,U076,2024-06-22,Expense,Entertainment,9268.0,Cash,mumbai,EMI payment
T3929,U030,2021-05-09,Expense,Food,173.0,Cash,MUMBAI,asdfgh
T8874,U096,2024-12-29,Income,Bonus,58506.0,Cash,AHMEDABAD,Petrol
T1618,U131,2022-03-15,Expense,Rent,7954.0,Bank Transfer,LUCKNOW,Petrol
T1343,U110,2024-01-04,Expense,Rent,22541.0,Card,PUN,Petrol
T5141,U077,2023-04-01,Expense,Food,4471.0,Cash,Mumbai,No notes
T6274,U107,2022-01-18,Income,Investment,75783.0,Card,MUM,Restaurant dinner
T2144,U060,2024-03-19,Expense,Food,4885.0,Unknown,chennai,Restaurant dinner
T5128,U145,2024-02-29,Expense,Savings,7933.0,Card,Jaipur,No notes
T2559,U137,2023-02-24,Income,Bonus,79217.0,Cash,mumbai,Electricity bill
T9521,U114,2024-07-09,Expense,Food,3147.0,Card,Unknown,Gym membership
T8167,U011,2022-12-24,Expense,Rent,9496.0,UPI,ahmedabad,Coffee
T7936,U079,2023-10-22,Expense,Rent,46668.0,UPI,Bangalore,Internet bill
T8699,U023,2021-07-09,Expense,Food,2925.0,Card,JAI,!!!
T0057,U068,2024-07-31,Expense,Rent,41792.0,Bank Transfer,DEL,Fixed deposit
T9079,U016,2021-06-19,Expense,Travel,5645.0,Card,AHM,ATM withdrawal
T5056,U045,2022-04-29,Expense,Rent,9753.0,Card,bangalore,...
T1277,U092,2024-05-23,Expense,Education,601.0,UPI,pune,Books
T1063,U116,2023-08-05,Expense,Food,4403.0,Card,BANGALORE,test
T0524,U034,2024-07-23,Expense,Savings,8872.0,Bank Transfer,kolkata,Online course
T7566,U024,2022-01-31,Expense,Food,3937.0,Bank Transfer,HYD,Movie tickets
T11743,U042,2021-12-27,Expense,Rent,21814.0,UPI,delhi,Online course
T3412,U078,2021-11-27,Expense,Rent,38008.0,Card,MUMBAI,Medicine
T12263,U055,2021-09-02,Expense,Travel,6734.0,Bank Transfer,Kolkata,Coffee
T3666,U124,2024-01-10,Expense,Education,6246.0,Cash,JAI,test
T11331,U002,2023-11-06,Expense,Travel,6273.0,Cash,KOLKATA,Online course
T6779,U137,2021-10-29,Expense,Food,1530.0,Bank Transfer,lucknow,Electricity bill
T11188,U026,2023-05-12,Expense,Food,3191.0,Card,LUCKNOW,Shopping
T0521,U042,2024-03-26,Expense,Food,7853.0,Card,AHM,Uber ride
T8419,U099,2023-01-26,Expense,Travel,3051.0,Cash,delhi,Shopping
T3946,U032,2023-03-01,Expense,Food,3445.0,UPI,delhi,Grocery shopping
T1746,U126,2021-04-18,Expense,Rent,8488.0,Bank Transfer,jaipur,No notes
T4509,U020,2024-11-22,Income,Others,42897.0,UPI,Chennai,...
T1197,U148,2022-01-18,Expense,Food,2279.0,Bank Transfer,Kolkata,Lunch
T3642,U116,2021-01-17,Expense,Food,4158.0,Cash,PUN,Monthly rent payment
T11893,U115,2024-09-16,Expense,Travel,6207.0,Cash,HYDERABAD,misc
T1991,U044,2024-05-14,Expense,Entertainment,4715.0,Card,HYDERABAD,Coffee
T6037,U089,2021-06-20,Income,Salary,53725.0,Bank Transfer,PUN,!!!
T1323,U056,2023-12-26,Expense,Food,3593.0,UPI,KOL,EMI payment
T6292,U026,2021-07-30,Expense,Utilities,8484.0,UPI,mumbai,EMI payment
T12583,U135,2023-04-01,Expense,Entertainment,7204.0,Cash,Unknown,Coffee
T13192,U041,2024-12-18,Income,Others,73065.0,Bank Transfer,PUN,Monthly rent payment
T12405,U021,2022-12-01,Expense,Education,1133.0,UPI,Pune,misc
T13614,U013,2024-04-14,Expense,Rent,41024.0,Cash,lucknow,Train ticket
T4675,U105,2024-09-24,Expense,Rent,47477.0,Cash,DEL,asdfgh
T3520,U113,2022-10-03,Expense,Food,2495.0,Cash,KOL,Uber ride
T13431,U042,2024-03-25,Expense,Travel,174.0,Card,Lucknow,Books
T11187,U073,2023-12-28,Expense,Food,2362.0,UPI,AHM,!!!
T0900,U101,2021-11-01,Expense,Health,999999.0,Bank Transfer,hyderabad,Monthly rent payment
T2558,U075,2021-09-01,Expense,Food,1720.0,Cash,bangalore,Movie tickets
T2667,U003,2023-03-20,Expense,Food,7880.0,Bank Transfer,KOL,No notes
T12519,U121,2024-05-18,Expense,Rent,8471.0,Cash,Hyderabad,Online course
T6794,U105,2023-07-03,Expense,Food,8875.0,UPI,Delhi,Uber ride
T8756,U126,2022-08-19,Expense,Rent,1572.0,Unknown,ahmedabad,ATM withdrawal
T12057,U105,2021-08-08,Expense,Food,9865.0,UPI,DEL,Movie tickets
T11041,U071,2022-10-12,Income,Bonus,40907.0,UPI,BAN,Gym membership
T10066,U036,2024-01-18,Expense,Entertainment,4892.0,UPI,JAIPUR,EMI payment
T11360,U043,2022-11-20,Expense,Utilities,7143.0,Bank Transfer,AHMEDABAD,No notes
T11946,U081,2023-12-09,Expense,Food,4340.0,Bank Transfer,HYD,No notes
T5134,U008,2022-09-05,Expense,Food,1060.0,Cash,Kolkata,xyz123
T3793,U017,2023-06-24,Expense,Others,1706.0,UPI,Jaipur,Restaurant dinner
T12925,U099,2023-01-15,Expense,Rent,7206.0,UPI,pune,No notes
T0339,U078,2023-12-12,Expense,Utilities,6808.0,Bank Transfer,Bangalore,Medicine
T4285,U055,2023-02-11,Expense,Rent,43843.0,Cash,DELHI,No notes
T3098,U041,2021-08-04,Expense,Rent,1900.0,UPI,chennai,Lunch
T13591,U065,2024-01-21,Income,Others,63976.0,Card,bangalore,No notes
T4185,U079,2024-09-05,Expense,Education,5441.0,UPI,BAN,Coffee
T6611,U110,2022-08-13,Expense,Entertainment,2745.0,UPI,MUMBAI,Coffee
T10268,U108,2024-04-14,Income,Others,55221.0,UPI,BAN,ATM withdrawal
T9042,U009,2022-01-22,Expense,Rent,2869.0,Cash,Jaipur,No notes
T10395,U124,2022-04-12,Expense,Food,4442.0,Cash,chennai,Shopping
T2130,U006,2024-09-07,Expense,Utilities,1204.0,Bank Transfer,Unknown,Train ticket
T5834,U148,2024-09-25,Income,Others,20252.0,UPI,Jaipur,Online course
T1986,U132,2022-08-05,Expense,Travel,7196.0,Card,DELHI,Electricity bill
T3617,U095,2023-12-22,Expense,Utilities,1966.0,Card,hyderabad,Electricity bill
T10888,U096,2024-01-05,Income,Others,56617.0,Bank Transfer,DELHI,No notes
T1635,U012,2023-07-01,Expense,Rent,4750.0,Cash,Unknown,EMI payment
T6593,U116,2023-05-04,Expense,Education,9969.0,Bank Transfer,Mumbai,No notes
T6497,U052,2024-07-13,Expense,Rent,8986.0,Cash,lucknow,Grocery shopping
T3233,U072,2024-12-16,Expense,Food,4701.0,UPI,pune,Books
T8528,U138,2021-10-25,Income,Investment,108891.0,Card,AHM,No notes
T1273,U134,2024-09-03,Expense,Utilities,5000.0,Cash,PUN,No notes
T9419,U015,2023-09-19,Expense,Travel,5222.0,Bank Transfer,Unknown,Medicine
T7876,U035,2021-10-10,Expense,Food,6224.0,UPI,PUNE,misc
T4636,U111,2024-04-18,Expense,Rent,6684.0,UPI,KOL,Internet bill
T9759,U022,2024-11-30,Income,Others,45189.0,Bank Transfer,pune,No notes
T7577,U121,2024-10-23,Expense,Rent,8540.0,Cash,Lucknow,Medicine
T3980,U079,2021-11-03,Expense,Travel,5820.0,UPI,lucknow,ATM withdrawal
T9600,U145,2021-04-09,Expense,Food,3754.0,Bank Transfer,Chennai,EMI payment
T11680,U066,2021-03-29,Expense,Food,8872.0,Cash,Ahmedabad,misc
T7446,U137,2024-01-19,Expense,Travel,4711.0,Card,Lucknow,EMI payment
T12084,U066,2021-02-23,Income,Freelance,34187.0,Cash,delhi,misc
T11674,U059,2022-02-26,Expense,Utilities,8300.0,UPI,bangalore,xyz123
T12990,U049,2021-02-28,Expense,Food,7982.0,Bank Transfer,Pune,Doctor consultation
T2273,U034,2024-11-08,Expense,Others,6261.0,Card,hyderabad,Doctor consultation
T2267,U148,2024-07-02,Expense,Food,7503.0,Bank Transfer,pune,Internet bill
T5420,U070,2023-01-03,Income,Freelance,41369.0,Bank Transfer,Chennai,Petrol
T5350,U038,2023-02-14,Expense,Travel,1968.0,Card,Jaipur,misc
T10461,U022,2023-10-04,Expense,Utilities,646.0,Cash,jaipur,misc
T4723,U107,2022-07-19,Expense,Utilities,7403.0,Bank Transfer,pune,test
T3202,U123,2021-05-24,Expense,Travel,8352.0,Cash,CHE,Fixed deposit
T10775,U077,2022-05-28,Expense,Entertainment,9354.0,UPI,AHM,misc
T0208,U144,2024-08-18,Expense,Rent,869.0,UPI,Unknown,Medicine
T0377,U073,2022-06-24,Expense,Food,2803.0,Card,Ahmedabad,Electricity bill
T9364,U142,2024-01-18,Expense,Education,3348.0,Unknown,Jaipur,No notes
T6933,U083,2021-09-23,Expense,Education,9909.0,Cash,mumbai,No notes
T8028,U061,2021-12-20,Expense,Entertainment,751.0,Bank Transfer,LUC,Electricity bill
T0347,U032,2022-02-25,Expense,Rent,23178.0,Card,DELHI,Grocery shopping
T13972,U018,2021-09-04,Income,Others,12555.0,Bank Transfer,kolkata,Monthly rent payment
T12065,U031,2024-10-16,Expense,Food,4973.0,UPI,Delhi,!!!
T11640,U019,2023-11-15,Income,Freelance,51284.0,Cash,JAI,test
T11861,U136,2022-12-15,Expense,Utilities,497.0,Bank Transfer,DEL,ATM withdrawal
T4343,U059,2021-01-09,Expense,Travel,1437.0,Bank Transfer,JAI,Online course
T5049,U058,2022-06-13,Expense,Rent,7397.0,UPI,LUCKNOW,Lunch
T7664,U038,2021-07-29,Income,Salary,71087.0,UPI,LUCKNOW,asdfgh
T1294,U097,2024-10-18,Expense,Food,9925.0,Card,Unknown,Books
T4833,U001,2023-01-20,Expense,Travel,9357.0,Cash,lucknow,EMI payment
T6575,U136,2021-07-29,Expense,Entertainment,6558.0,UPI,Jaipur,Gym membership
T7325,U057,2023-09-13,Expense,Utilities,7229.0,Cash,kolkata,Shopping
T1210,U048,2023-06-05,Expense,Rent,7758.0,Cash,KOL,No notes
T5609,U086,2021-09-02,Expense,Rent,7003.0,Bank Transfer,Unknown,Monthly rent payment
T12578,U093,2024-08-05,Expense,Travel,8108.0,Cash,Jaipur,Fixed deposit
T12146,U098,2023-02-09,Expense,Travel,3102.0,UPI,Pune,Monthly rent payment
T3827,U144,2023-03-24,Expense,Entertainment,4734.0,Bank Transfer,chennai,No notes
T11292,U030,2021-05-18,Expense,Entertainment,141.0,Card,PUN,Books
T1233,U026,2021-10-02,Expense,Entertainment,6457.0,Cash,Bangalore,Gym membership
T6653,U147,2023-03-07,Income,Investment,39182.0,Unknown,PUN,Uber ride
T3405,U053,2023-08-26,Income,Investment,48969.0,Card,Chennai,!!!
T13363,U086,2021-05-12,Expense,Rent,4088.0,Unknown,hyderabad,Lunch
T6165,U105,2021-05-14,Expense,Utilities,138.0,Bank Transfer,hyderabad,Uber ride
T10802,U106,2024-10-26,Expense,Entertainment,5388.0,Bank Transfer,bangalore,No notes
T12593,U051,2023-06-05,Expense,Rent,8010.0,UPI,LUC,ATM withdrawal
T5470,U072,2021-07-06,Income,Bonus,77877.0,Card,DEL,!!!
T5213,U031,2021-03-31,Expense,Food,4266.0,UPI,pune,Gym membership
T9219,U136,2023-11-02,Income,Bonus,67640.0,Unknown,Pune,ATM withdrawal
T2290,U109,2022-06-05,Expense,Health,1621.0,Unknown,BANGALORE,Coffee
T0646,U006,2024-09-01,Expense,Rent,4020.0,UPI,mumbai,Books
T2414,U125,2022-08-09,Expense,Travel,7609.0,UPI,Mumbai,No notes
T12032,U054,2021-08-06,Expense,Rent,8807.0,Cash,KOLKATA,No notes
T7228,U054,2022-11-12,Income,Salary,62909.0,Cash,Mumbai,ATM withdrawal
T4646,U081,2021-09-29,Expense,Travel,6999.0,Card,AHMEDABAD,Internet bill
T8475,U019,2023-03-21,Expense,Utilities,2331.0,Bank Transfer,HYDERABAD,No notes
T10171,U059,2022-05-09,Expense,Travel,7358.0,Bank Transfer,delhi,No notes
T11194,U087,2021-07-04,Expense,Travel,1799.0,Cash,KOLKATA,Uber ride
T11701,U046,2021-05-04,Expense,Others,7299.0,Bank Transfer,HYD,Internet bill
T8100,U100,2021-07-23,Expense,Entertainment,7411.0,UPI,CHE,Movie tickets
T13809,U079,2023-09-29,Expense,Travel,1137.0,Bank Transfer,Unknown,Online course
T1217,U033,2023-12-13,Expense,Food,2426.0,Cash,Kolkata,misc
T0639,U048,2024-10-07,Expense,Utilities,6771.0,UPI,Hyderabad,Movie tickets
T0820,U041,2024-05-02,Expense,Education,7392.0,Cash,Pune,No notes
T6964,U139,2023-06-02,Expense,Savings,9202.0,Card,Hyderabad,ATM withdrawal
T9463,U096,2021-11-22,Expense,Food,3515.0,Cash,bangalore,Movie tickets
T9278,U099,2023-09-02,Expense,Rent,19655.0,Cash,LUC,...
T12243,U148,2022-08-30,Expense,Entertainment,4077.0,Cash,Delhi,No notes
T7371,U024,2021-06-02,Expense,Travel,8405.0,Card,LUC,No notes
T0769,U005,2021-07-06,Expense,Utilities,4133.0,Card,kolkata,Movie tickets
T7068,U047,2024-10-06,Expense,Entertainment,589.0,UPI,hyderabad,Doctor consultation
T13091,U052,2022-05-19,Expense,Rent,6977.0,Bank Transfer,pune,xyz123
T9874,U004,2023-01-05,Expense,Food,2238.0,Cash,KOLKATA,No notes
T11453,U094,2024-01-06,Expense,Food,3706.0,Cash,ahmedabad,Movie tickets
T1972,U070,2023-10-29,Income,Salary,559177.0,Card,AHMEDABAD,Train ticket
T1227,U114,2021-01-06,Expense,Food,758.0,Cash,bangalore,ATM withdrawal
T13716,U101,2021-07-15,Expense,Food,7799.0,UPI,DEL,Movie tickets
T12009,U048,2021-03-30,Expense,Education,3445.0,Cash,DEL,Fixed deposit
T6391,U144,2022-03-29,Expense,Others,2411.0,Card,BANGALORE,ATM withdrawal
T2410,U017,2021-03-18,Income,Salary,41742.0,Cash,bangalore,Electricity bill
T8809,U143,2022-06-21,Income,Freelance,64688.0,Card,Hyderabad,No notes
T5351,U090,2024-06-24,Expense,Health,7134.0,Card,Lucknow,Coffee
T12873,U030,2022-07-22,Expense,Food,744.0,Card,jaipur,Movie tickets
T2957,U103,2024-03-01,Income,Investment,37602.0,Card,Kolkata,Internet bill
T11914,U108,2024-02-03,Expense,Others,8929.0,UPI,hyderabad,Gym membership
T13841,U037,2023-06-15,Expense,Travel,9520.0,Bank Transfer,MUM,misc
T3142,U143,2023-09-29,Expense,Food,2505.0,Card,LUCKNOW,Grocery shopping
T2560,U061,2024-02-15,Expense,Food,2400.0,UPI,PUN,EMI payment
T8076,U069,2021-02-09,Income,Freelance,46810.0,Unknown,KOL,Internet bill
T11257,U020,2022-12-05,Expense,Entertainment,7165.0,Card,MUMBAI,Shopping
T12858,U062,2021-07-23,Expense,Travel,1809.0,Bank Transfer,Jaipur,Uber ride
T5929,U119,2024-10-27,Expense,Rent,8007.0,UPI,BANGALORE,No notes
T4965,U030,2021-07-01,Expense,Utilities,8361.0,Cash,Jaipur,Lunch
T4247,U118,2021-08-12,Expense,Food,1582.0,Cash,LUCKNOW,No notes
T5447,U052,2021-11-10,Expense,Food,2212.0,Bank Transfer,Lucknow,Petrol
T1413,U133,2021-08-15,Expense,Travel,1690.0,Cash,MUMBAI,Electricity bill
T7469,U107,2024-02-21,Expense,Food,559.0,Cash,lucknow,Doctor consultation
T9834,U099,2021-06-05,Expense,Rent,37244.0,UPI,HYD,EMI payment
T5224,U035,2021-06-08,Expense,Travel,1432.0,Cash,HYDERABAD,misc
T6874,U148,2021-02-28,Income,Freelance,18437.0,Bank Transfer,Unknown,No notes
T10662,U086,2023-07-17,Expense,Entertainment,5602.0,Cash,KOL,Restaurant dinner
T13436,U150,2022-05-13,Expense,Health,9279.0,Cash,jaipur,asdfgh
T2805,U036,2023-11-06,Expense,Utilities,1872.0,Card,Unknown,No notes
T11148,U085,2021-02-13,Expense,Entertainment,5866.0,Card,DELHI,Internet bill
T5468,U024,2024-11-04,Income,Others,44840.0,Bank Transfer,AHMEDABAD,Doctor consultation
T13240,U115,2021-08-06,Income,Investment,45886.0,Bank Transfer,Bangalore,No notes
T11618,U011,2024-11-09,Expense,Others,8800.0,UPI,Kolkata,Monthly rent payment
T7401,U119,2024-06-21,Expense,Food,1454.0,UPI,DELHI,asdfgh
T8782,U062,2022-06-02,Expense,Rent,47616.0,Cash,HYDERABAD,Doctor consultation
T12670,U045,2021-12-14,Expense,Health,506.0,Card,jaipur,Restaurant dinner
T2176,U150,2021-08-11,Expense,Travel,9120.0,Card,Mumbai,Lunch
T10746,U055,2023-12-16,Expense,Rent,239.0,Bank Transfer,BAN,Shopping
T8594,U100,2022-10-10,Expense,Health,1302.0,Card,HYDERABAD,!!!
T5711,U025,2022-10-26,Expense,Rent,8037.0,UPI,PUNE,Shopping
T7541,U117,2022-04-12,Expense,Rent,1729.0,UPI,chennai,test
T11115,U053,2023-03-19,Expense,Entertainment,3964.0,Card,DELHI,xyz123
T12857,U021,2022-07-05,Expense,Utilities,2478.0,Bank Transfer,mumbai,Books
T4026,U087,2023-12-29,Expense,Others,8191.0,Cash,Lucknow,Monthly rent payment
T8987,U056,2024-01-27,Expense,Rent,39552.0,Bank Transfer,Bangalore,test
T13059,U103,2022-05-31,Expense,Rent,2128.0,Bank Transfer,PUN,No notes
T2690,U069,2022-10-04,Income,Investment,71232.0,Bank Transfer,KOLKATA,No notes
T9553,U079,2024-06-20,Expense,Travel,1806.0,Cash,LUC,Doctor consultation
T1271,U010,2024-02-25,Expense,Education,9017.0,Cash,DEL,Medicine
T13652,U118,2023-11-28,Expense,Rent,1969.0,Cash,pune,Shopping
T7078,U106,2023-08-12,Expense,Entertainment,3505.0,UPI,hyderabad,ATM withdrawal
T5931,U125,2023-04-18,Expense,Entertainment,3462.0,Card,JAIPUR,Shopping
T10633,U117,2022-12-20,Expense,Food,999999.0,Cash,jaipur,misc
T2978,U005,2021-05-16,Expense,Rent,49351.0,Card,CHE,Grocery shopping
T5469,U017,2021-07-26,Expense,Health,3500.0,Bank Transfer,PUNE,asdfgh
T10127,U119,2022-03-06,Expense,Education,4130.0,UPI,JAI,Uber ride
T2045,U072,2023-10-10,Expense,Rent,9658.0,Bank Transfer,AHMEDABAD,Shopping
T6122,U002,2022-11-23,Expense,Food,4312.0,Card,Chennai,Internet bill
T1823,U047,2021-10-01,Expense,Utilities,3479.0,Card,hyderabad,Monthly rent payment
T13481,U047,2023-10-28,Expense,Food,1537.0,Card,JAI,Electricity bill
T0229,U010,2023-12-25,Expense,Entertainment,8935.0,Bank Transfer,MUMBAI,...
T1877,U004,2024-08-04,Income,Freelance,33899.0,UPI,delhi,Grocery shopping
T13537,U062,2022-08-25,Expense,Rent,13219.0,UPI,Chennai,Medicine
T3605,U039,2023-03-15,Expense,Food,4416.0,Card,Kolkata,Medicine
T10690,U087,2023-08-26,Expense,Rent,999999999.0,Cash,JAI,Fixed deposit
T0399,U081,2021-01-17,Income,Freelance,36887.0,Bank Transfer,pune,Medicine
T13535,U116,2022-04-05,Expense,Rent,26977.0,UPI,Mumbai,Grocery shopping
T8432,U136,2022-04-16,Expense,Rent,9179.0,Bank Transfer,chennai,asdfgh
T7719,U082,2023-09-03,Expense,Food,4510.0,Bank Transfer,LUCKNOW,Gym membership
T13154,U107,2024-03-19,Expense,Rent,44603.0,Bank Transfer,BAN,Monthly rent payment
T12856,U046,2022-08-13,Income,Bonus,68852.0,Card,Mumbai,test
T5627,U094,2023-06-13,Income,Others,21658.0,Cash,Mumbai,No notes
T0669,U054,2023-09-29,Expense,Food,1587.0,Cash,Unknown,!!!
T0470,U038,2024-12-10,Expense,Rent,42615.0,Bank Transfer,hyderabad,Shopping
T12924,U035,2021-01-25,Expense,Education,8065.0,Card,Ahmedabad,Shopping
T9466,U116,2023-01-30,Expense,Entertainment,7428.0,UPI,DELHI,No notes
T12035,U049,2024-04-11,Expense,Education,9674.0,UPI,JAIPUR,Lunch
T5557,U012,2024-07-10,Income,Bonus,477966.0,Bank Transfer,CHENNAI,Monthly rent payment
T8864,U068,2022-02-21,Expense,Travel,2308.0,Cash,Lucknow,Fixed deposit
T2209,U018,2024-01-21,Expense,Others,6636.0,Cash,MUM,EMI payment
T5252,U035,2023-03-14,Expense,Rent,44708.0,Bank Transfer,MUMBAI,Petrol
T10727,U062,2023-07-06,Expense,Utilities,1419.0,Card,Chennai,misc
T6211,U068,2024-07-16,Expense,Travel,2769.0,UPI,Bangalore,ATM withdrawal
T4388,U082,2023-10-05,Expense,Utilities,7538.0,Card,jaipur,Monthly rent payment
T6775,U069,2022-11-02,Expense,Food,9571.0,Cash,CHE,Internet bill
T7518,U107,2023-06-07,Income,Salary,77201.0,UPI,JAIPUR,Train ticket
T12827,U045,2023-11-03,Expense,Utilities,8775.0,Card,delhi,asdfgh
T6381,U107,2023-10-29,Income,Freelance,13567.0,Card,Kolkata,No notes
T12157,U058,2022-03-18,Expense,Travel,5850.0,Bank Transfer,JAIPUR,EMI payment
T0247,U075,2024-05-24,Expense,Rent,8635.0,Cash,Kolkata,Online course
T9239,U088,2024-08-28,Expense,Utilities,1973.0,UPI,Lucknow,Coffee
T0077,U121,2022-02-02,Income,Others,75916.0,Card,Kolkata,Electricity bill
T0319,U005,2021-06-15,Expense,Food,2374.0,Card,kolkata,asdfgh
T0954,U069,2021-06-20,Income,Freelance,56837.0,Card,MUM,Online course
T12636,U028,2021-01-05,Expense,Travel,4868.0,Cash,hyderabad,test
T2231,U131,2022-08-29,Expense,Health,9872.0,Card,lucknow,Internet bill
T13701,U096,2024-10-01,Expense,Utilities,5920.0,Bank Transfer,Mumbai,No notes
T8274,U131,2022-03-23,Expense,Rent,3366.0,Cash,Jaipur,No notes
T10993,U066,2024-10-25,Expense,Food,6534.0,Unknown,AHM,ATM withdrawal
T12904,U085,2021-06-26,Expense,Rent,4395.0,Bank Transfer,Pune,Train ticket
T9050,U046,2021-03-28,Income,Others,42834.0,UPI,delhi,Books
T6163,U098,2021-10-04,Expense,Travel,7802.0,UPI,Hyderabad,Coffee
T5059,U077,2023-09-16,Expense,Food,1200.0,Bank Transfer,Pune,ATM withdrawal
T9092,U102,2023-09-14,Expense,Utilities,5358.0,Card,Ahmedabad,misc
T3964,U136,2023-04-18,Expense,Education,7292.0,Card,DEL,Monthly rent payment
T1070,U127,2024-03-02,Expense,Food,1845.0,Bank Transfer,HYDERABAD,...
T7190,U014,2023-01-20,Expense,Utilities,1191.0,Card,Chennai,Electricity bill
T4392,U041,2024-12-10,Expense,Utilities,3702.0,Card,Delhi,Coffee
T4709,U083,2022-02-08,Expense,Travel,6089.0,Bank Transfer,HYDERABAD,Train ticket
T7197,U107,2023-08-14,Expense,Rent,20647.0,Card,Jaipur,Movie tickets
T6822,U091,2024-02-02,Expense,Food,4851.0,Bank Transfer,Hyderabad,xyz123
T10166,U136,2021-11-25,Expense,Food,3884.0,Card,KOL,Coffee
T9184,U122,2022-03-08,Expense,Health,1899.0,UPI,MUMBAI,asdfgh
T7172,U120,2023-06-23,Expense,Food,3858.0,Card,LUCKNOW,Lunch
T4786,U009,2021-02-21,Expense,Entertainment,4085.0,Unknown,Lucknow,Movie tickets
T3453,U074,2023-12-19,Expense,Rent,45898.0,Bank Transfer,JAIPUR,Coffee
T0323,U084,2024-10-18,Expense,Travel,6859.0,Bank Transfer,PUN,Shopping
T10732,U096,2023-03-27,Expense,Entertainment,2985.0,Unknown,MUMBAI,Doctor consultation
T3716,U080,2024-03-31,Expense,Food,2392.0,UPI,Pune,Internet bill
T6946,U112,2023-01-15,Expense,Health,8336.0,Cash,LUC,asdfgh
T12373,U001,2023-12-02,Expense,Rent,2100.0,Unknown,Pune,Gym membership
